2.784108866243720331e+04	2.784108866243720331e+04	3.129601233543757917e+04	2.415375809442184982e+04	2.432043911131769346e+04	1.903293256945098256e+04	1.394831962554762868e+04	1.394831962554762868e+04	1.422494469146381380e+04	1.077267223479794484e+04	9.461762691259762505e+03	9.115269754176466449e+03	7.971659657055227399e+03	7.129593220946086149e+03	5.341622648509199280e+03	4.809697217644211378e+03	4.743721262520126402e+03	4.328922035317501468e+03	4.028771549617421442e+03	3.036991789159302698e+03	3.041034068879122060e+03	2.693104658567435308e+03	2.424380573586126957e+03	1.972203158040177414e+03	1.996396128597872803e+03	1.742702959796791220e+03	1.510209729719824054e+03	1.399621315582641273e+03	1.325912522232052197e+03	1.207578127205478495e+03	1.162172927707738381e+03	1.172887117078907977e+03	1.100247734056251375e+03	1.020072474323713323e+03	9.214798175021317093e+02	9.175730652499715916e+02	8.233365613740947992e+02	8.006195309586493067e+02	6.996809131272452760e+02	6.674128352143959546e+02	6.958611805175382869e+02	6.381860795620343652e+02	6.155035517845842605e+02	5.587724123172454256e+02	5.443722193146093105e+02	5.737463979529541120e+02	5.426731418762520889e+02	5.084475127514082828e+02	5.085703394556444437e+02	4.788430056934732875e+02	4.635459141751125571e+02	4.423456608952504894e+02	4.172861432548498897e+02	4.172861432548498897e+02	3.916469696829464624e+02	3.819847790668650873e+02	3.656942295687954356e+02	3.524461216655973885e+02	3.342672816086399052e+02	3.342672816086399052e+02	3.252955637092611028e+02	3.131099896095206532e+02	3.089096612533478492e+02	3.174358334031497861e+02	2.912033943681937558e+02	2.858606496135658404e+02	2.754147867891909414e+02	2.854012768321161388e+02	2.711899023769943824e+02	2.764022812714790689e+02	2.684386666247826838e+02	2.381225039654977991e+02	2.402724388212116651e+02	2.586207527895487033e+02	2.426604676059153576e+02	2.143996852215668696e+02	2.260519165012988765e+02	2.183315388014482892e+02	2.164434143373785275e+02	2.083382247726662797e+02	2.042370148081562320e+02	2.139784192715821121e+02	2.082947900884826993e+02	1.977214558266095423e+02	2.049188477667229336e+02	1.937749341787484241e+02	1.864563401652828247e+02	1.996949053904010043e+02	1.948095223353951155e+02	2.004541393432512564e+02	1.934262662922437812e+02	1.931854032136438661e+02	1.909591615004309801e+02	1.905747396071968751e+02	1.905747396071968751e+02	1.898703988234979363e+02	1.881167238884776793e+02	1.881167238884776793e+02	1.883400700584270453e+02	1.841360184911205522e+02
2.889928535891221691e+04	2.889928535891221691e+04	2.828121853515306429e+04	2.186515885562640688e+04	2.181453517910192386e+04	2.010375785224277206e+04	1.908774938671187192e+04	1.683775947733127759e+04	1.290240016188885602e+04	1.109366750281250461e+04	1.090926620948960226e+04	9.943272302732475509e+03	9.752798927502073639e+03	7.885874297869896509e+03	6.245570044792922999e+03	5.659027556356840250e+03	6.140477779047930198e+03	4.865455675158950726e+03	4.418992504180287142e+03	4.329994954850923932e+03	3.566894571419235035e+03	2.757497552775503209e+03	2.231882945748451675e+03	2.531465461336420049e+03	2.255487750674049039e+03	1.637454701609922495e+03	1.554832514049956671e+03	1.809883588886225425e+03	1.344548599235311258e+03	1.414735181054679970e+03	1.698187000668015344e+03	1.315051517565467748e+03	1.249760154952044331e+03	1.146366502230888045e+03	1.038591615050132305e+03	1.102898275854979374e+03	9.900095958901240465e+02	9.347805936558602298e+02	1.000091332776563718e+03	9.264286869079475082e+02	7.401754853261015796e+02	7.899588032156486861e+02	6.861956674063441142e+02	6.973731660008625113e+02	6.813836305301073253e+02	6.494797795445550719e+02	6.596718065326838314e+02	5.490763028041637881e+02	6.208852098698237114e+02	5.269485685990439379e+02	5.249681164908563460e+02	5.044294335059599348e+02	5.297675719995406780e+02	5.024048993277105524e+02	4.912690285088991118e+02	4.425827097632172809e+02	4.495332427952383227e+02	4.442145950053832735e+02	4.392835597955050844e+02	3.762849224457232822e+02	3.976891809657297472e+02	3.696186303231232841e+02	3.932619204435108031e+02	3.692286767827836798e+02	3.514158839247950823e+02	3.520250298256148653e+02	3.496183514913217323e+02	3.430377232594184420e+02	3.386390631840301921e+02	3.330938816121646369e+02	3.138382336989716350e+02	3.296639224285265186e+02	2.818221772233845286e+02	3.238735114109078381e+02	2.785416661369143867e+02	2.744107019612890781e+02	2.857120193463791793e+02	2.724597425216826423e+02	2.851490672649220528e+02	2.723383716001222865e+02	2.646510942159391675e+02	2.359478868415230295e+02	2.575194263518955040e+02	2.366959212716409979e+02	2.403570309291184230e+02	2.355167330400887522e+02	2.466961872095576496e+02	2.397698191299530208e+02	2.207669730123698173e+02	2.207669730123698173e+02	2.165539670158923116e+02	2.192259271395437281e+02	2.227407178151672724e+02	2.006366945115947260e+02	2.070513356881182290e+02	2.069131285094474606e+02	1.973110344200910617e+02	1.953534248436194787e+02	2.039714293025905931e+02	2.009978547354149327e+02
3.400617115860524063e+04	2.080027709399150262e+04	2.080027709399150262e+04	2.252992045453786704e+04	2.475752913438400719e+04	1.985299447673093528e+04	1.806940302688876545e+04	1.813985164690854435e+04	1.051403771668209447e+04	1.130344506053441182e+04	8.426648388803490889e+03	7.173885417988904010e+03	7.826584232838597018e+03	5.675681718970763541e+03	6.126418326806672667e+03	5.014678441681879121e+03	3.704833393601425087e+03	4.183795712084463958e+03	3.036036458197797401e+03	3.283906221029053540e+03	2.954704066421411881e+03	2.507584178231772057e+03	2.203227795910414898e+03	2.383745613699868045e+03	1.830784967045206258e+03	1.568370897095895771e+03	1.693544613445172445e+03	1.264868683067648362e+03	1.170378206871315115e+03	1.388452719773226590e+03	1.292337358569277285e+03	1.061429435377611753e+03	9.855764839530061181e+02	9.773549290160297005e+02	9.875798093869583454e+02	9.129404879321309636e+02	1.011471165848503915e+03	7.916120367430797842e+02	8.585824126140898898e+02	7.224352668741962589e+02	8.038708582195966983e+02	7.933322186687452131e+02	7.909276394764108318e+02	6.748567836119375443e+02	7.055932610803137095e+02	6.706879483419928647e+02	6.250432682289881541e+02	6.596364618323879085e+02	6.124534876067557434e+02	5.859191397849166378e+02	6.135411617984921122e+02	6.095084971378950058e+02	6.017487014716241447e+02	5.945923669586694587e+02	5.804810313071873225e+02	4.868254446578487773e+02	5.396553321929457070e+02	5.291667721064741272e+02	4.870510692584070966e+02	5.246783715894454190e+02	4.666719017471239113e+02	4.614886606666636908e+02	4.766299703397332905e+02	4.242963662998503196e+02	4.434527987362503723e+02	4.434527987362503723e+02	4.209500594317954665e+02	4.209500594317954665e+02	4.050329433159534460e+02	3.960444891080313710e+02	4.055431992850862457e+02	4.116212555456728523e+02	4.030991507042787703e+02	4.013108157898805644e+02	3.991527729584962572e+02	3.991527729584962572e+02	4.155713787782382269e+02	4.077688645149008835e+02	3.953511004760867991e+02	3.679616026221122524e+02	4.004684377587377639e+02	3.928733019823462200e+02	3.694261869272748413e+02	3.587016806067391599e+02	3.559651971522571330e+02	3.559651971522571330e+02	3.535846305421120519e+02	3.371924819025340412e+02	3.350806731236420433e+02	3.396075851989896819e+02	3.208525465650960768e+02	3.116586206640912451e+02	3.134263185842279427e+02	3.180190386069294277e+02	3.141023277843903543e+02	3.025755545587468873e+02	2.702714463935552658e+02	2.717119953602307305e+02	2.833562876200724077e+02	2.950098729921711538e+02
3.530252433816163102e+04	3.507689134176746302e+04	2.731083424835089681e+04	2.126362788232146340e+04	2.126362788232146340e+04	1.966234105521158563e+04	1.531729408900589988e+04	1.316669471716607222e+04	1.210877840065299097e+04	1.160001998256184925e+04	8.281359339885866575e+03	9.567211316747048841e+03	8.042877052504804851e+03	5.615980207823633464e+03	4.990300830322998991e+03	5.026100386177430664e+03	5.078324575721676410e+03	3.546263786040024570e+03	4.012085474930488090e+03	2.990201378419058528e+03	2.771266543121530958e+03	2.449691232049327482e+03	1.892485609409246308e+03	1.854983063754051500e+03	1.760309382087190443e+03	1.613596969748685524e+03	1.350931373077381977e+03	1.411388119491745101e+03	1.470331341173593046e+03	1.094662216800373699e+03	1.013909905890228401e+03	9.423506575799095799e+02	8.987847569160783223e+02	9.044368344551056680e+02	8.471903673519482254e+02	8.497936834038596317e+02	6.872831404834015530e+02	7.401985611709101249e+02	6.974443194574163272e+02	5.700061416894641297e+02	5.338780538679502570e+02	5.311040691234685482e+02	5.624318648097033702e+02	5.474667240428378818e+02	5.041127832678761251e+02	4.982467377655094651e+02	4.561702245199546724e+02	4.262580807034274244e+02	4.575248272589677754e+02	3.898714338517127658e+02	4.168952501972881919e+02	4.160214119566680324e+02	3.458245312170479906e+02	3.896264881682980104e+02	3.981720623030482784e+02	3.992188065639963384e+02	3.792043290085663330e+02	3.597391399495703013e+02	3.481011680538386486e+02	3.762183095920527194e+02	3.314908985355010600e+02	3.257014751032490949e+02	3.264477367628780371e+02	3.153551002793352609e+02	3.214399088241977438e+02	3.030094928755357842e+02	3.084262425657354356e+02	3.030364291904771790e+02	2.953447284528705836e+02	2.882264691513784669e+02	2.969399540387485104e+02	2.866219576415498977e+02	2.823510706972601838e+02	2.897032128215945477e+02	2.867354321333775715e+02	2.867354321333775715e+02	2.775362731885991252e+02	2.775362731885991252e+02	2.823089253256865732e+02	2.703463152629169599e+02	2.632827654036333911e+02	2.691208065981772393e+02	2.538129780574862480e+02	2.635150289512598647e+02	2.519874577135494178e+02	2.451674120595341719e+02	2.422259888736375615e+02	2.393846158105264408e+02	2.403625636043680061e+02	2.380572332205857151e+02	2.410313997034519957e+02	2.354735359366109151e+02	2.357930232279643405e+02	2.352970011631209672e+02	2.274099498861511393e+02	2.299990288093590607e+02	2.279337732350106478e+02	2.275803271220916031e+02	2.264681646074087666e+02	2.157676398050502939e+02
3.010916769636023673e+04	2.728218373381629499e+04	2.559488006365715046e+04	2.503133990486741459e+04	2.844240169512241482e+04	2.340508282843105917e+04	1.910309612234314773e+04	1.330833380107440644e+04	1.581481302333029089e+04	1.168091641558561059e+04	9.385589456187994074e+03	1.121062576913862358e+04	1.015203925348452140e+04	8.328455346169881523e+03	6.461658429671571866e+03	5.375070108706619067e+03	5.625707623014372984e+03	4.153019871663616868e+03	3.627439215687309570e+03	3.627439215687309570e+03	2.961971465915149111e+03	2.693916958967144183e+03	2.627621225286957269e+03	2.420059670860269762e+03	2.187119628110928261e+03	2.006558996766304517e+03	1.896247011192932632e+03	1.831210252520584390e+03	1.491213929410337187e+03	1.419083149162921245e+03	1.345572517145037637e+03	1.429930939518638752e+03	1.344255586101310200e+03	1.197228281319314647e+03	1.129694426340498012e+03	1.133664167143141185e+03	9.723960419156167063e+02	9.111199879730293105e+02	8.324298770673135550e+02	8.348627530461608330e+02	7.634368750851131153e+02	7.412652786298720002e+02	7.481183734356405921e+02	6.936695220012953769e+02	6.867363758415982602e+02	6.711850733765763835e+02	6.928942972822068214e+02	6.145912922211343812e+02	6.212752687695187888e+02	5.703227596811047988e+02	5.640959442766012444e+02	5.413853424137213324e+02	5.208953154028538393e+02	5.049462797024082761e+02	4.853491288755612345e+02	4.675910826125990525e+02	4.675964704265755358e+02	4.441162979289393888e+02	4.149605480859589193e+02	4.007766111779475864e+02	4.089607709492753997e+02	3.958838825401183499e+02	3.733687537082271888e+02	3.453520136460964522e+02	3.330456633825173753e+02	3.349182676378783299e+02	3.319143138857194231e+02	3.190210927224335933e+02	3.116662136314375857e+02	3.067211212035293784e+02	3.062324683990088943e+02	3.019907170434399859e+02	3.292554478844109553e+02	2.939256477041976154e+02	2.922483172085821366e+02	2.817033444956803123e+02	2.763697980463855401e+02	2.750935290429243878e+02	2.876690289148898501e+02	2.656655127009598800e+02	2.699961976509680426e+02	2.660449436478159555e+02	2.661661059841994188e+02	2.661661059841994188e+02	2.662545544353278615e+02	2.642204359003607124e+02	2.661711515307057425e+02	2.523082527605952237e+02	2.519746324900301602e+02	2.449916158484574567e+02	2.503657727827726660e+02	2.384437503084595846e+02	2.285200406050220181e+02	2.440939080113347472e+02	2.417683773877049589e+02	2.292110734134732866e+02	2.311304279490001363e+02	2.276606562007219452e+02	2.195439660097748060e+02	2.163625583495905289e+02
3.102978537097111985e+04	2.762399926488151323e+04	2.831964346857890632e+04	2.214127534999861382e+04	2.009663547340354853e+04	1.714100498747551683e+04	1.564940044088186733e+04	1.302713324094616473e+04	1.400440942853906563e+04	1.231453155563206747e+04	9.028624974201524310e+03	9.791637252808026460e+03	7.171563156177566270e+03	7.534799656552128909e+03	7.005325402857427434e+03	6.423633579790937802e+03	4.699021345876304622e+03	4.261869467890749547e+03	3.865114108686979307e+03	3.901352545400342933e+03	3.853314161807979417e+03	3.401878700598177147e+03	3.497620076103180054e+03	2.339263453136572480e+03	2.901448920942922996e+03	2.071016639046332784e+03	2.105820350570250412e+03	1.956766872239265695e+03	1.697666927597318363e+03	1.693296853682492383e+03	1.308458912507147943e+03	1.290046707583410807e+03	1.345078364350887114e+03	1.080632840197210498e+03	9.855220564244503976e+02	9.826766404642415864e+02	9.903260764073911560e+02	1.056982318512704978e+03	9.148973273186484221e+02	9.088348848299483507e+02	8.483547559359506067e+02	7.387057419847722031e+02	8.069861934992201213e+02	7.555993722696077839e+02	7.486555746217870819e+02	6.662443233484426628e+02	6.981508253151876033e+02	6.093266142597165071e+02	5.589602903466076214e+02	5.507560975770667255e+02	5.367027913567864061e+02	4.918804507608169274e+02	4.859235716294439271e+02	5.088487596621556577e+02	5.176801133601820766e+02	4.298764623716093070e+02	4.217683938345976458e+02	3.979020194205032794e+02	4.000761457524331490e+02	3.864336100948879107e+02	3.709289466547705274e+02	3.583572656284069353e+02	3.565411297396001373e+02	3.575700033756484117e+02	3.375346128348290904e+02	3.330067831729608088e+02	3.330067831729608088e+02	3.135053316636782483e+02	3.331566696628976842e+02	3.100921356444160892e+02	3.095410180297723741e+02	2.925459770531938375e+02	2.869137018216456454e+02	2.888213563635000583e+02	2.888533593531414567e+02	2.727022455886456669e+02	2.685034653390748645e+02	2.843268756844871632e+02	2.751635585473449055e+02	2.574711914172594902e+02	2.682185973262137395e+02	2.535559937140872080e+02	2.519934776684744406e+02	2.359788622327877761e+02	2.305962557036669978e+02	2.219910197263205873e+02	2.292975165527340664e+02	2.280178051923390967e+02	2.192143128230883349e+02	2.159288217493574393e+02	2.235088712834187845e+02	2.100972650701424982e+02	2.086403954185718703e+02	2.084035171689495485e+02	1.979732304766376956e+02	1.958714865371087512e+02	1.958714865371087512e+02	2.009211856747746197e+02	2.002136692507424982e+02	1.987765336364329301e+02
3.117862648371215982e+04	3.001268647854151277e+04	2.982332435296669792e+04	2.913468533290395135e+04	2.035405489014569321e+04	2.046445639353071965e+04	1.763385793983499752e+04	1.628110185241921499e+04	1.296944612107100875e+04	1.250770316143184755e+04	1.183927960384310609e+04	1.035114369743939642e+04	8.283899034873064011e+03	7.545754815061500267e+03	6.255067437258721839e+03	5.722344928070557216e+03	4.450801749458591985e+03	5.229301844916370101e+03	4.007292313719487538e+03	3.525370477279516308e+03	3.326310310960826428e+03	3.196981899248150512e+03	3.454423048725693661e+03	2.513939972253124779e+03	2.233848973759701039e+03	1.956549419840125893e+03	1.911293569459129685e+03	1.922179288319884790e+03	1.330787217119220031e+03	1.569403477388030751e+03	1.359407030247722787e+03	1.444896380129329827e+03	1.277691064646967334e+03	1.183368741952045184e+03	1.054759395299635571e+03	1.054759395299635571e+03	9.894156029047569518e+02	8.934075795520973315e+02	9.507235678782917603e+02	8.958722944855068135e+02	7.804501747530949842e+02	7.920160402174557248e+02	7.192772188155045114e+02	7.911685144980132236e+02	7.245093879334945086e+02	7.074456845079203049e+02	6.598817602519862930e+02	6.002349854040321588e+02	5.671489236866523242e+02	5.671489236866523242e+02	5.517396810770823095e+02	5.213647077402522427e+02	5.493270780298923910e+02	4.937829889765749840e+02	4.808760210471805294e+02	4.845689901738998628e+02	4.691877549102022726e+02	4.680961777475071131e+02	4.627091344171754486e+02	4.672001639972880866e+02	4.552495197991174791e+02	4.299840499633361333e+02	4.224465583240645401e+02	4.181024953320413715e+02	4.157152999861178841e+02	3.953191495724012725e+02	3.764722233370463300e+02	3.767792025632767832e+02	3.738127654698602669e+02	3.738127654698602669e+02	3.646388905829907117e+02	3.625416451606445207e+02	3.699468958374570775e+02	3.255726214460644314e+02	3.494230348880620909e+02	3.238818941974078598e+02	3.413310073161886748e+02	3.253314362866732381e+02	3.037897451586109128e+02	3.066527060913490459e+02	2.966787494898993600e+02	3.164128642041897592e+02	2.909075846961920320e+02	2.909075846961920320e+02	2.715478585468054007e+02	2.715478585468054007e+02	2.744364063843277108e+02	2.744364063843277108e+02	2.635125837633951278e+02	2.649904210408687391e+02	2.690159211610961734e+02	2.663189384146939460e+02	2.722962397799075802e+02	2.635327582486132769e+02	2.564534508867035356e+02	2.650926386894486768e+02	2.577915598850981951e+02	2.574501214505712028e+02	2.598161349731315113e+02	2.598161349731315113e+02
3.586281733999232529e+04	2.867769113190719145e+04	2.751045166632948894e+04	1.997503032093875663e+04	2.275557821106450137e+04	1.993461881105047360e+04	1.490687088589815903e+04	1.420765807084147309e+04	1.205132239529832259e+04	1.093635574147337684e+04	9.420291718969287103e+03	9.876248724845798279e+03	9.988816417979338439e+03	5.598381376133826961e+03	4.125266468940680170e+03	4.074006474741334841e+03	3.372907849805126716e+03	3.055220437564675649e+03	3.229571412957493976e+03	3.025516101580536542e+03	2.326644004000584118e+03	2.012955791206228923e+03	2.066224208117255785e+03	2.054481343495080182e+03	1.696837495831611704e+03	1.568352208027237566e+03	1.350010482857260513e+03	1.089833962033434545e+03	1.108276156159210132e+03	1.032541193186160854e+03	8.754118297085714175e+02	9.187806281920235278e+02	8.234623742776375366e+02	8.573594807792347865e+02	6.955607405417175642e+02	7.046873172752957544e+02	6.481976325497298603e+02	6.365093361662616189e+02	5.968188019002939200e+02	5.686283336860032023e+02	5.071386774386018601e+02	5.105266786761756066e+02	4.863526946125301720e+02	4.355190559501368170e+02	4.755591934625984436e+02	4.301398974323259381e+02	4.288675477756297596e+02	3.842336622961221337e+02	3.968579696916029889e+02	3.874422379277519894e+02	3.716651655379312729e+02	3.679306740809313965e+02	3.434854031663735441e+02	3.393938986675832439e+02	3.394525532332563102e+02	3.236005594551620561e+02	2.989836907358242115e+02	2.952309292906127780e+02	2.829669524946724550e+02	2.930592462500767397e+02	2.918528097849990672e+02	2.826714132645399218e+02	2.682074758943664392e+02	2.735051997209101842e+02	2.777163193756214241e+02	2.662628718478728729e+02	2.777758321011285716e+02	2.639024814133373411e+02	2.747687332869188594e+02	2.731963428741181588e+02	2.492737428975208900e+02	2.513853739664987188e+02	2.391230280199771983e+02	2.502775307676720900e+02	2.331085776240519181e+02	2.274345012540861717e+02	2.357861769287979428e+02	2.361274750551758075e+02	2.294817006966545705e+02	2.234705820819453379e+02	2.274611529965758905e+02	2.241659588362098816e+02	2.252674039665907912e+02	2.175972556733444208e+02	2.157528183357275395e+02	2.137414980529230775e+02	2.100011450522491714e+02	2.110292661336756055e+02	2.129660769437342367e+02	2.042049336740506646e+02	2.042049336740506646e+02	2.090216797346307942e+02	2.016768397733930840e+02	2.016768397733930840e+02	1.969104003462496735e+02	2.026769364039577681e+02	2.029514637212244565e+02	2.064725458472207436e+02	2.009631146608367089e+02	2.009452500567878133e+02
3.916469704283044121e+04	2.638228182303624271e+04	2.697703703634170597e+04	2.292619301417902170e+04	2.305847964049853908e+04	1.737229647742427551e+04	1.856055196217227058e+04	1.407249652676654659e+04	1.189228517888762690e+04	1.254666554129817632e+04	8.358456157750628336e+03	6.746650297992804553e+03	6.746650297992804553e+03	5.998260483160491276e+03	5.386667416289446919e+03	4.941606067083172093e+03	4.486972056105484626e+03	3.468182034342529732e+03	3.575770115756169616e+03	2.671154480303949185e+03	2.227650760471258309e+03	2.227650760471258309e+03	1.963636655922166256e+03	1.804346817925903224e+03	1.542371696644782332e+03	1.484142655597810744e+03	1.554404238975449516e+03	1.312267998913383053e+03	1.111879208769286379e+03	1.154483872377692023e+03	9.523117018018913313e+02	1.100553251117212994e+03	9.454342275307965338e+02	8.408413757364442063e+02	9.161318944543403404e+02	7.169653342218746275e+02	7.141238874532567706e+02	6.848803155946226298e+02	6.699671733951807937e+02	6.665045301851149588e+02	6.398168649356572359e+02	5.502788644894586696e+02	6.394971162433308791e+02	5.406488769251723170e+02	5.462196147823306092e+02	5.339049427022869168e+02	5.204529832162274943e+02	5.468702388067171114e+02	5.025730692975643592e+02	5.078884383235223368e+02	5.158758001511441762e+02	4.645092677715358036e+02	4.455035691567022127e+02	4.527511149217203297e+02	4.532615221258033671e+02	4.474598202518565699e+02	4.108116044155026430e+02	3.942720586689348465e+02	4.113990011183445290e+02	3.816941675052082701e+02	3.637609008255860772e+02	3.810295215985531172e+02	3.517895934730545378e+02	3.539881692517487863e+02	3.357478640812589106e+02	3.603300196045352664e+02	3.278213195372575228e+02	3.278213195372575228e+02	3.313378478086237919e+02	3.156427514379701051e+02	3.153137539519111101e+02	3.207676158217803959e+02	3.300120943150205335e+02	2.953687075274828544e+02	3.062652020686303445e+02	3.015249327260796690e+02	2.984867259238668566e+02	3.163205420382270177e+02	3.011946714775542659e+02	2.815353997212836248e+02	2.766339788571409031e+02	2.671957125142591281e+02	2.671957125142591281e+02	2.635004307919620032e+02	2.643625719591959751e+02	2.640356445530742349e+02	2.683279419090020497e+02	2.607388504071530519e+02	2.650624131723935761e+02	2.654948664846201041e+02	2.654948664846201041e+02	2.630854975726692828e+02	2.619596056012642293e+02	2.613653700683639158e+02	2.622220649050183852e+02	2.622220649050183852e+02	2.623077393937440434e+02	2.617209198694220049e+02	2.512871336807465354e+02	2.551317510553640489e+02
2.777374678834587758e+04	2.284694931480882587e+04	2.191062007915819049e+04	2.687893614984799569e+04	2.012703387624504467e+04	1.994629404589836486e+04	1.713381153205723604e+04	1.366688680975309217e+04	1.228182377834376348e+04	1.016904907393420581e+04	1.007553757784846857e+04	7.189709873500713002e+03	7.168400269532003222e+03	7.725419581847700101e+03	4.824574821126445386e+03	5.636876550333573505e+03	5.636876550333573505e+03	5.164576791655988018e+03	4.637597344404283831e+03	2.874707499029768769e+03	2.935900548897531735e+03	2.929952614490814994e+03	2.884068203209338662e+03	2.659918085406300179e+03	2.439885410986141778e+03	2.047029926855795793e+03	1.621885636041715998e+03	1.769177887807114303e+03	1.530041527136185096e+03	1.519521058873675656e+03	1.235484415322937821e+03	1.241277914998966253e+03	9.289574848995022194e+02	9.486112648382385260e+02	8.942044660860335625e+02	8.349475244534663716e+02	7.657262519459843588e+02	7.261802356022063805e+02	6.902867820771758716e+02	6.932330727777484753e+02	6.932330727777484753e+02	5.592591719032308220e+02	5.914379658144121095e+02	5.544310920254706616e+02	5.027679568633392364e+02	5.548809465118235948e+02	4.459326221604386546e+02	4.918404345975695833e+02	4.488680788125526533e+02	4.413514736207797569e+02	4.546967821100200808e+02	3.807159905466596115e+02	3.934909162574157335e+02	3.666638310202706634e+02	3.811708512250215222e+02	3.650258208423792894e+02	3.556141472473779572e+02	3.445507372713178142e+02	3.379168330696146541e+02	3.462088845998227953e+02	3.285911169805859799e+02	3.157219020220503580e+02	3.061515334732317228e+02	2.990219093679559137e+02	2.982974631472499709e+02	2.864703450196952303e+02	2.851556226538017995e+02	2.918130201340326266e+02	2.957672771219441756e+02	2.753291403648696019e+02	2.730411482061782067e+02	2.644554736676516313e+02	2.702112172121260869e+02	2.506738942926237428e+02	2.503016476499076077e+02	2.503016476499076077e+02	2.559218818668115887e+02	2.494584195102644912e+02	2.494584195102644912e+02	2.434531838303005884e+02	2.460244928847283177e+02	2.414584793186180889e+02	2.432690966100784635e+02	2.369450752021925553e+02	2.389885722926816811e+02	2.388893459772626215e+02	2.301489043524216243e+02	2.315260059727283135e+02	2.403333290304951504e+02	2.380213771245665271e+02	2.332957260517578675e+02	2.317773603269531577e+02	2.284061390393818556e+02	2.337828554360538078e+02	2.250623502482653748e+02	2.237665896751257151e+02	2.186096914138814782e+02	2.212078007427298871e+02	2.216175508722284633e+02	2.254426999594448944e+02
